,Name,Price,Color,Mileage,Make,Model,City,Date Displayed,Automatic Transmission,Air Conditioner,Power Steering,Remote Control,Item URL,year,month,day
148,Chevrolet Lanos 2017,420000.0,Dark grey,435000.0,Chevrolet,Lanos,Tagamo3 - New Cairo,2024-02-15,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/lanos2/6286317,2024,2,15
149,Toyota Corolla 2008,565000.0,Black,120000.0,Toyota,Corolla,Imbaba,2024-02-15,Yes,No,No,No,https://eg.hatla2ee.com/en/car/toyota/corolla/6286311,2024,2,15
151,Hyundai Elantra MD 2012,750000.0,Black,145000.0,Hyundai,Elantra MD,10th of Ramadan,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/Elantra-MD/6209592,2024,2,15
152,Audi A7 2022,2000000.0,Black,36000.0,Audi,A7,Kafr el-Sheikh,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/audi/a7/6286302,2024,2,15
153,Hyundai Getz 2010,485000.0,Red,131000.0,Hyundai,Getz,Zagazig,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/getz/6286298,2024,2,15
155,Hyundai Elantra MD 2012,735000.0,Silver,135000.0,Hyundai,Elantra MD,Cairo,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Elantra-MD/6280373,2024,2,15
156,Renault Duster 2018,900000.0,Gold,100000.0,Renault,Duster,Heliopolis,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/renault/duster/6280361,2024,2,15
157,Kia Spectra 2003,340000.0,Black,260000.0,Kia,Spectra,Giza,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/kia/spectra/6286109,2024,2,15
158,Hyundai Excel 1996,210000.0,Dark red,258000.0,Hyundai,Excel,Pyramids Gardens,2024-02-15,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/excel/6286289,2024,2,15
159,Daewoo Lanos 2 2003,310000.0,Silver,128000.0,Daewoo,Lanos 2,Alexandria,2024-02-15,No,No,Yes,No,https://eg.hatla2ee.com/en/car/daewoo/lanos-2/6286286,2024,2,15
160,Chevrolet Cruze 2013,560000.0,Black,30000.0,Chevrolet,Cruze,Obour City,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/cruze/6286041,2024,2,16
161,Ford EcoSport 2019,650000.0,Champagne,28000.0,Ford,EcoSport,Pyramids Gardens,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/ford/ecosport/6255823,2024,2,16
162,Kia Sportage 2016,1500000.0,Black,140000.0,Kia,Sportage,Nasr city,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/sportage/6285927,2024,2,16
163,Citroën C5 2024,2750000.0,Black,1600.0,Citroën,C5,Sheikh Zayed City,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/citroen/C5/6248391,2024,2,16
164,Hyundai Matrix 2007,530000.0,Silver,135000.0,Hyundai,Matrix,Mansoura,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/matrix/6285881,2024,2,16
165,Kia Sportage 2020,2150000.0,White,70000.0,Kia,Sportage,Pyramids Gardens,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/sportage/6285878,2024,2,16
166,Hyundai Elantra 2016,880000.0,Black,120000.0,Hyundai,Elantra,Tagamo3 - New Cairo,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/elantra/6285818,2024,2,16
167,BMW 520 2019,3250000.0,Black,130000.0,BMW,520,Sheikh Zayed City,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/bmw/520/6198161,2024,2,16
168,Skoda Superb 2019,1650000.0,Gray,99000.0,Skoda,Superb,Damietta,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/skoda/superb/6285851,2024,2,16
169,Mercedes E 200 2020,4150000.0,Black,52000.0,Mercedes,E 200,Tagamo3 - New Cairo,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mercedes/e-200/6285848,2024,2,16
170,Hyundai Elantra HD 2013,730000.0,Black,120000.0,Hyundai,Elantra HD,Qalyubia,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/Elantra-HD/6274265,2024,2,15
171,Chery Arrizo 5 2022,655000.0,Bronze,65000.0,Chery,Arrizo 5,El Haram,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chery/Arrizo-5/6286277,2024,2,15
172,Geely Emgrand 7 2014,290000.0,Blue,420000.0,Geely,Emgrand 7,Cairo,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/geely/emgrand7/6286266,2024,2,15
173,Chevrolet Cruze 2016,675000.0,Gray,115000.0,Chevrolet,Cruze,Alexandria,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/cruze/6286269,2024,2,15
174,Hyundai Getz 2008,550000.0,Silver,190000.0,Hyundai,Getz,Mansoura,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/getz/6286260,2024,2,15
175,Mitsubishi Lancer 2016,720000.0,Gray,174000.0,Mitsubishi,Lancer,El Haram,2024-02-15,Yes,Yes,Yes,No,https://eg.hatla2ee.com/en/car/mitsubishi/lancer/6286263,2024,2,15
176,Nissan Sunny 2020,730000.0,Dark grey,120000.0,Nissan,Sunny,Alexandria,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sunny/6262412,2024,2,15
177,Daewoo Nubira 2 2001,215000.0,Silver,300000.0,Daewoo,Nubira 2,El Mahalla,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/daewoo/Nubira-2/6286086,2024,2,15
178,Kia Sportage 2012,1100000.0,Silver,130000.0,Kia,Sportage,Damanhur,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/sportage/6260448,2024,2,15
179,MG 5 2022,900000.0,Silver,22000.0,MG,5,Damanhur,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/moris-garage/mg-5/6260612,2024,2,15
181,Fiat Doblo 2017,600000.0,Dark red,290000.0,Fiat,Doblo,Cairo,2024-02-15,No,Yes,No,Yes,https://eg.hatla2ee.com/en/car/fiat/doblo/6286151,2024,2,15
182,Chery Tiggo 2012,500000.0,Black,145000.0,Chery,Tiggo,Cairo,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/chery/chery-tiggo/6286115,2024,2,15
183,Jetour X70S 2023,1550000.0,Blue,16000.0,Jetour,X70S,Pyramids Gardens,2024-02-15,Yes,No,No,No,https://eg.hatla2ee.com/en/car/jetour/X70S/6286136,2024,2,15
184,Volkswagen Tiguan 2022,2750000.0,Petroleum,70000.0,Volkswagen,Tiguan,Obour City,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/volks-wagen/tiguan/6286163,2024,2,15
185,Hyundai Elantra 2019,950000.0,Black,130000.0,Hyundai,Elantra,Cairo,2024-02-15,Yes,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/elantra/6286139,2024,2,15
186,Skoda Octavia A7 2016,1350000.0,Petroleum,94000.0,Skoda,Octavia A7,Cairo,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/skoda/Octavia-A7/6286185,2024,2,15
187,Suzuki Alto 2015,300000.0,Dark grey,137000.0,Suzuki,Alto,Obour City,2024-02-15,No,Yes,No,No,https://eg.hatla2ee.com/en/car/suzuki/alto/6286103,2024,2,15
188,Daewoo Lacetti 2008,460000.0,Black,128000.0,Daewoo,Lacetti,Qalyubia,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/daewoo/lacetti/6285923,2024,2,15
189,Skoda Fantasia 2010,670000.0,Black,130000.0,Skoda,Fantasia,Heliopolis,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/skoda/fantasia/6286181,2024,2,15
190,Nissan Sunny 2012,460000.0,Gold,186000.0,Nissan,Sunny,Nasr city,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/nissan/sunny/6286173,2024,2,15
191,Hyundai Verna 2015,395000.0,Silver,235000.0,Hyundai,Verna,6 October,2024-02-15,No,Yes,No,Yes,https://eg.hatla2ee.com/en/car/hyundai/verna/6280301,2024,2,15
192,Nissan Qashqai 2017,1100000.0,Dark grey,175000.0,Nissan,Qashqai,Obour City,2024-02-15,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/nissan/qashqai/6282294,2024,2,15
193,Fiat 500C 2015,875000.0,Black,95000.0,Fiat,500C,Suez,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/fiat/500C/6286158,2024,2,15
194,Renault Sandero Step Way 2021,719000.0,Bronze,60000.0,Renault,Sandero Step Way,Maadi,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/renault/sandero-step-way/6286157,2024,2,15
195,Chevrolet Cruze 2015,699000.0,Silver,145000.0,Chevrolet,Cruze,Dakahlia,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/cruze/6274179,2024,2,15
196,Chevrolet Optra 2021,750000.0,Petroleum,52000.0,Chevrolet,Optra,El Haram,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/optra/6274152,2024,2,15
197,Hyundai Verna 2013,400000.0,Dark grey,225000.0,Hyundai,Verna,Faiyum,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/verna/6274122,2024,2,15
199,Hyundai Accent 2009,445000.0,Cyan,135000.0,Hyundai,Accent,Cairo,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/accent/6286121,2024,2,15
200,Jeep Grand Cherokee 2015,3100000.0,Black,90000.0,Jeep,Grand Cherokee,Heliopolis,2024-02-16,No,No,No,No,https://eg.hatla2ee.com/en/car/jeep/grand-Cherokee/6285812,2024,2,16
201,Mazda 3 2008,575000.0,Gold,350000.0,Mazda,3,Cairo,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mazda/mazda-3/6285777,2024,2,16
202,Kia Sportage 2021,1780000.0,Dark blue,75000.0,Kia,Sportage,Beni Suef,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/sportage/6285800,2024,2,16
203,Mercedes GLA 2021,2920000.0,Black,33000.0,Mercedes,GLA,Sheikh Zayed City,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mercedes/gla/6285798,2024,2,16
204,Kia Cerato 2018,1325000.0,Silver,70000.0,Kia,Cerato,El Minya,2024-02-16,Yes,No,No,Yes,https://eg.hatla2ee.com/en/car/kia/cerato/6270647,2024,2,16
205,Hyundai Tucson 2021,1950000.0,White,28000.0,Hyundai,Tucson,El Minya,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/tucson/6270621,2024,2,16
206,Kia Soul 2010,480000.0,Red,109000.0,Kia,Soul,Faqous,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/soul/6285779,2024,2,16
207,Kia Sportage 2017,1450000.0,Black,100000.0,Kia,Sportage,6 October,2024-02-16,Yes,Yes,No,No,https://eg.hatla2ee.com/en/car/kia/sportage/6263109,2024,2,16
208,Hyundai Tucson 2017,1550000.0,Silver,75000.0,Hyundai,Tucson,6 October,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/tucson/6263214,2024,2,16
209,Hyundai Tucson 2019,1780000.0,Silver,100000.0,Hyundai,Tucson,6 October,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/tucson/6263300,2024,2,16
210,Mercedes GLK 250 2015,2750000.0,Silver,95000.0,Mercedes,GLK 250,Heliopolis,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mercedes/glk-250/6286124,2024,2,15
211,Proton Saga 2011,345000.0,Silver,135000.0,Proton,Saga,Cairo,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/proton/saga/6286104,2024,2,15
212,Mercedes CLA 200 2020,3000000.0,Yellow,55000.0,Mercedes,CLA 200,Alexandria,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mercedes/cla-200/6284529,2024,2,15
213,Hyundai Elantra CN7 2023,1750000.0,White,150.0,Hyundai,Elantra CN7,Heliopolis,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/Elantra-CN7/6286116,2024,2,15
214,Renault Duster 2020,1020000.0,Black,60000.0,Renault,Duster,Mohandessin,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/renault/duster/6286098,2024,2,15
215,Daewoo Lanos 2 2001,240000.0,Dark blue,249000.0,Daewoo,Lanos 2,Agamy,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/daewoo/lanos-2/6286097,2024,2,15
217,Opel Insignia 2014,940000.0,Eggplant,182000.0,Opel,Insignia,Sheikh Zayed City,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/opel/insignia/6246809,2024,2,15
218,Toyota Rush 2022,1460000.0,White,60000.0,Toyota,Rush,Shobra,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/Rush/6273488,2024,2,15
219,Kia Carens 2015,1100000.0,Silver,198000.0,Kia,Carens,Al Shorouk,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/carens/6284685,2024,2,15
220,Renault Logan 2022,650000.0,Black,60000.0,Renault,Logan,Nasr city,2024-02-15,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/renault/logan/6284889,2024,2,15
221,Jeep Grand Cherokee 2016,2600000.0,White,155000.0,Jeep,Grand Cherokee,Mohandessin,2024-02-15,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/jeep/grand-Cherokee/6286071,2024,2,15
222,Renault Kadjar 2018,1150000.0,Blue,137000.0,Renault,Kadjar,Tagamo3 - New Cairo,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/renault/Kadjar/6240338,2024,2,15
223,Brilliance FRV 2013,400000.0,Blue,175000.0,Brilliance,FRV,Heliopolis,2024-02-15,Yes,No,No,No,https://eg.hatla2ee.com/en/car/brilliance/frv/6286068,2024,2,15
224,Chevrolet Aveo 2008,490000.0,Silver,83000.0,Chevrolet,Aveo,Tagamo3 - New Cairo,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/aveo/6280151,2024,2,15
226,Hyundai I10 2010,375000.0,Black,129000.0,Hyundai,I10,Giza,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/i10/6279963,2024,2,15
227,Renault Duster 2019,800000.0,Bronze,186000.0,Renault,Duster,Aswan,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/renault/duster/6286008,2024,2,15
228,Suzuki Alto 2019,400000.0,White,156000.0,Suzuki,Alto,Suez,2024-02-15,No,Yes,No,Yes,https://eg.hatla2ee.com/en/car/suzuki/alto/6286061,2024,2,15
229,Mitsubishi Lancer EX Shark 2016,660000.0,Silver,160000.0,Mitsubishi,Lancer EX Shark,Gharbia,2024-02-15,Yes,No,No,No,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6286062,2024,2,15
230,Mercedes 200 1984,230000.0,White,200000.0,Mercedes,200,Giza,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/mercedes/200/6286056,2024,2,15
231,MG 5 2021,780000.0,Black,42000.0,MG,5,Shobra,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/moris-garage/mg-5/6286053,2024,2,15
232,Seat Leon 2023,2300000.0,Gray,10000.0,Seat,Leon,Cairo,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/seat/leon/6286049,2024,2,15
233,Jeep Grand Cherokee 1996,500000.0,Dark red,200000.0,Jeep,Grand Cherokee,Alexandria,2024-02-15,Yes,No,No,No,https://eg.hatla2ee.com/en/car/jeep/grand-Cherokee/6274046,2024,2,15
234,Chevrolet Optra 2018,470000.0,Dark grey,250000.0,Chevrolet,Optra,Qalyub,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/optra/6274089,2024,2,15
236,Nissan Sunny 2014,600000.0,Silver,84000.0,Nissan,Sunny,Alexandria,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/nissan/sunny/6286046,2024,2,15
238,Nissan Urvan 2014,550000.0,White,90000.0,Nissan,Urvan,Cairo,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/nissan/urvan/6286038,2024,2,15
239,Mitsubishi Lancer EX Shark 2016,820000.0,Black,105000.0,Mitsubishi,Lancer EX Shark,Giza,2024-02-15,Yes,No,No,No,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6286031,2024,2,15
240,Suzuki Swift 2022,975000.0,Red,23000.0,Suzuki,Swift,Damietta,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/suzuki/swift/6285773,2024,2,16
241,Chevrolet Lanos 2017,390000.0,Petroleum,100000.0,Chevrolet,Lanos,6 October,2024-02-16,No,No,No,No,https://eg.hatla2ee.com/en/car/chevrolet/lanos2/6264959,2024,2,16
242,Toyota Rush 2019,1250000.0,Eggplant,90000.0,Toyota,Rush,6 October,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/Rush/6265025,2024,2,16
243,Jeep Cherokee 2016,2600000.0,Dark grey,150000.0,Jeep,Cherokee,6 October,2024-02-16,No,No,No,No,https://eg.hatla2ee.com/en/car/jeep/cherokee/6265046,2024,2,16
244,Hyundai IX 35 2015,1100000.0,Red,90000.0,Hyundai,IX 35,Cairo,2024-02-16,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/hyundai/IX-35/6285765,2024,2,16
245,Hyundai Avante 2000,470000.0,Gold,144000.0,Hyundai,Avante,Sohag,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/avante/6285633,2024,2,16
246,Mitsubishi Lancer EX Shark 2015,620000.0,Gray,160000.0,Mitsubishi,Lancer EX Shark,Cairo,2024-02-16,No,No,No,No,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6285738,2024,2,16
247,Byd F3 2020,465000.0,Red,150000.0,Byd,F3,Heliopolis,2024-02-16,No,No,No,No,https://eg.hatla2ee.com/en/car/byd/f3/6285735,2024,2,16
249,Hyundai Elantra HD 2020,825000.0,Red,114000.0,Hyundai,Elantra HD,Cairo,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Elantra-HD/6285713,2024,2,16
250,MG ZS 2022,950000.0,Red,200000.0,MG,ZS,Mohandessin,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/moris-garage/zs/6286032,2024,2,15
251,Chery Tiggo 3 2022,930000.0,White,60000.0,Chery,Tiggo 3,Al Shorouk,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chery/Tiggo3/6286016,2024,2,15
252,Opel Insignia 2018,1330000.0,Dark red,170000.0,Opel,Insignia,Nasr city,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/opel/insignia/6285981,2024,2,15
253,Toyota Yaris 2018,920000.0,Silver,93000.0,Toyota,Yaris,Tagamo3 - New Cairo,2024-02-15,Yes,No,No,Yes,https://eg.hatla2ee.com/en/car/toyota/yaris/6286004,2024,2,15
254,Opel Astra 2014,650000.0,Dark grey,202000.0,Opel,Astra,Obour City,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/opel/astra/6285983,2024,2,15
255,Opel Vectra 1997,250000.0,Red,200000.0,Opel,Vectra,Alexandria,2024-02-15,No,No,No,Yes,https://eg.hatla2ee.com/en/car/opel/vectra/6285990,2024,2,15
256,Kia Cerato 2016,935000.0,White,100000.0,Kia,Cerato,Nasr city,2024-02-15,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/kia/cerato/6285975,2024,2,15
257,Suzuki Ciaz 2018,800000.0,Silver,117000.0,Suzuki,Ciaz,Tagamo3 - New Cairo,2024-02-15,Yes,Yes,Yes,No,https://eg.hatla2ee.com/en/car/suzuki/ciaz/6285978,2024,2,15
258,Honda Civic 2013,950000.0,Silver,100000.0,Honda,Civic,Tagamo3 - New Cairo,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/honda/civic/6280011,2024,2,15
259,Lada Granta 2022,490000.0,Brown,58000.0,Lada,Granta,Nasr city,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/lada/granta/6280001,2024,2,15
260,Kia Rio 2015,800000.0,Gray,88000.0,Kia,Rio,Tagamo3 - New Cairo,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/kia/rio/6285971,2024,2,15
261,Hyundai Elantra MD 2012,770000.0,Cyan,130000.0,Hyundai,Elantra MD,10th of Ramadan,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/Elantra-MD/6285965,2024,2,15
262,Kia Rio 2014,670000.0,Silver,96000.0,Kia,Rio,Alexandria,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/kia/rio/6285963,2024,2,15
263,Emgrand EC 7 2015,385000.0,White,200000.0,Emgrand,EC 7,El Minya,2024-02-15,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/emgrand/ec-7/6285957,2024,2,15
264,Hyundai Matrix 2008,450000.0,Dark red,270000.0,Hyundai,Matrix,Heliopolis,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/matrix/6285950,2024,2,15
265,Speranza Tiggo 2012,379000.0,Black,128000.0,Speranza,Tiggo,Cairo,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/speranza/tiggo/6285891,2024,2,15
266,Daewoo Lacetti 2004,430000.0,Silver,198000.0,Daewoo,Lacetti,Beheira,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/daewoo/lacetti/6285947,2024,2,15
268,Opel Insignia 2014,1000000.0,Black,150000.0,Opel,Insignia,Nasr city,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/opel/insignia/6273873,2024,2,15
269,Kia K3 2013,650000.0,White,49900.0,Kia,K3,El Haram,2024-02-15,Yes,No,No,No,https://eg.hatla2ee.com/en/car/kia/K3/6273906,2024,2,15
270,Nissan Sunny 2012,490000.0,Silver,58000.0,Nissan,Sunny,Mohandessin,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/nissan/sunny/6273795,2024,2,15
271,Speranza A516 2010,235000.0,White,70000.0,Speranza,A516,Maadi,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/speranza/a516/6273819,2024,2,15
272,Hyundai Elantra MD 2011,590000.0,Silver,148000.0,Hyundai,Elantra MD,Bilbeis,2024-02-15,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/hyundai/Elantra-MD/6285942,2024,2,15
273,Suzuki S Presso 2022,530000.0,Blue,16000.0,Suzuki,S Presso,6 October,2024-02-15,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/suzuki/S-Presso/6191880,2024,2,15
274,Volkswagen Eos 2007,680000.0,Black,166000.0,Volkswagen,Eos,Dakahlia,2024-02-15,No,Yes,No,Yes,https://eg.hatla2ee.com/en/car/volks-wagen/eos/6285933,2024,2,15
275,Kia Sportage 2017,1600000.0,Black,104000.0,Kia,Sportage,El Haram,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/sportage/6088737,2024,2,15
276,Geely Emgrand X7 2019,830000.0,Mocha,80000.0,Geely,Emgrand X7,El Qanater El Khayreya,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/geely/emgrand-x7/6285924,2024,2,15
278,MG 6 2021,1200000.0,Black,51000.0,MG,6,Nasr city,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/moris-garage/mg-6/6285885,2024,2,15
279,Hyundai Accent RB 2015,680000.0,Silver,150000.0,Hyundai,Accent RB,Giza,2024-02-15,Yes,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/Accent-RB/6279867,2024,2,15
280,Kia Sportage 2019,1580000.0,Petroleum,83000.0,Kia,Sportage,Cairo,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/sportage/6285711,2024,2,16
281,Chevrolet Optra 2022,730000.0,Petroleum,185000.0,Chevrolet,Optra,Cairo,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/optra/6285702,2024,2,16
282,Speranza A620 2007,255000.0,Gray,170000.0,Speranza,A620,Cairo,2024-02-16,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/speranza/a620/6285698,2024,2,16
283,Chevrolet Cruze 2016,690000.0,Dark red,130000.0,Chevrolet,Cruze,Nasr city,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/cruze/6285693,2024,2,16
284,Renault Megane 2022,1350000.0,Silver,7000.0,Renault,Megane,Alexandria,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/renault/megane/6263072,2024,2,16
285,Kia K3 2016,890000.0,Brown,140000.0,Kia,K3,El Manial,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/K3/6285681,2024,2,16
286,MG 5 2024,1350000.0,Silver,0.0,MG,5,Al Shorouk,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/moris-garage/mg-5/6272064,2024,2,16
287,Jac J2 2019,620000.0,Silver,120000.0,Jac,J2,Warraq,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/jac/j2/6281361,2024,2,16
288,Chery Arrizo 5 2023,840000.0,Gray,30000.0,Chery,Arrizo 5,Mohandessin,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chery/Arrizo-5/6277217,2024,2,16
289,Skoda Octavia A4 1997,300000.0,Dark green,255000.0,Skoda,Octavia A4,Amreya,2024-02-16,No,No,No,No,https://eg.hatla2ee.com/en/car/skoda/Octavia-A4/6285018,2024,2,16
290,Toyota Corolla 2007,570000.0,Silver,208000.0,Toyota,Corolla,Beheira,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/toyota/corolla/6285803,2024,2,15
291,Opel Insignia 2017,1400000.0,Black,95000.0,Opel,Insignia,Pyramids Gardens,2024-02-15,Yes,No,No,No,https://eg.hatla2ee.com/en/car/opel/insignia/6285662,2024,2,15
292,Skoda Octavia A4 1999,500000.0,Dark green,300000.0,Skoda,Octavia A4,Suez,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/skoda/Octavia-A4/6285876,2024,2,15
293,Geely Emgrand 7 2013,330000.0,Black,125000.0,Geely,Emgrand 7,Heliopolis,2024-02-15,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/geely/emgrand7/6285873,2024,2,15
